Device time,"Ambient air temperature (℃)","Barometric pressure (kPa)","Fuel level input (L)","Instant engine power (based on acceleration) (kW)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
16-08-2020 20:46:07.910,,,,0,0,0,
16-08-2020 20:46:08.053,,,,0,0,0,
16-08-2020 20:46:08.190,,,,0,0,0,
16-08-2020 20:46:08.345,,,,0,0,0,
16-08-2020 20:46:08.492,,,,0,0,0,
16-08-2020 20:46:08.626,,,,0,0,0,
16-08-2020 20:46:08.811,,,,0,0,0,
16-08-2020 20:46:09.036,,,,0,0,0,
16-08-2020 20:46:09.259,,,,0,0,0,
16-08-2020 20:46:09.490,,,,0,0,0,
16-08-2020 20:46:09.715,,,,0,0,0,
16-08-2020 20:46:09.937,,,,0,0,0,
16-08-2020 20:46:10.160,,,,0,0,0,
16-08-2020 20:46:10.326,,,,0,0,0,
16-08-2020 20:46:10.468,,,44.1,,,,
16-08-2020 20:46:10.598,,99,,,,,
16-08-2020 20:46:10.744,17,,,,,,
16-08-2020 20:46:10.881,,,,0,0,0,
16-08-2020 20:46:11.031,,,,0,0,0,
16-08-2020 20:46:11.177,,,,0,0,0,
16-08-2020 20:46:11.309,,,,0,0,0,
16-08-2020 20:46:11.448,,,,0,0,0,
16-08-2020 20:46:11.579,,,,0,0,0,
16-08-2020 20:46:11.724,,,,0,0,0,
16-08-2020 20:46:11.846,,,,0,0,0,
16-08-2020 20:46:11.988,,,,0,0,0,
16-08-2020 20:46:12.111,,,,0,0,0,
16-08-2020 20:46:12.264,,,,0,0,0,
16-08-2020 20:46:12.413,,,,0,0,0,
16-08-2020 20:46:12.539,,,,0,0,0,
16-08-2020 20:46:12.670,,,,0,0,0,
16-08-2020 20:46:12.835,,,,0,0,0,
16-08-2020 20:46:13.060,,,,0,0,0,
16-08-2020 20:46:13.297,,,,0,0,0,
16-08-2020 20:46:13.517,,,,0,0,0,
16-08-2020 20:46:13.739,,,,0,0,0,
16-08-2020 20:46:13.977,,,,0,0,0,
16-08-2020 20:46:14.200,,,,0,0,0,
16-08-2020 20:46:14.405,,,,0,0,0,
